Object Type,Attribute Name,Brief,Type,Flags,Objects,Default
"","SAI_BFD_SESSION_ATTR_REMOTE_MIN_RX","BFD Session state","sai_bfd_session_state_t","READ_ONLY","",""
"","SAI_BFD_SESSION_ATTR_STATE","Offload type","sai_bfd_session_offload_type_t","CREATE_ONLY","","SAI_BFD_SESSION_OFFLOAD_TYPE_NONE"
"","SAI_BFD_SESSION_ATTR_OFFLOAD_TYPE","Negotiated Transmit interval in microseconds","sai_uint32_t","READ_ONLY","",""
"","SAI_BFD_SESSION_ATTR_NEGOTIATED_TX","Negotiated Receive interval in microseconds","sai_uint32_t","READ_ONLY","",""
"","SAI_BFD_SESSION_ATTR_NEGOTIATED_RX","Local Diagnostic code field as specified by RFC","sai_uint8_t","READ_ONLY","",""
"","SAI_BFD_SESSION_ATTR_LOCAL_DIAG","Remote Diagnostic code field","sai_uint8_t","READ_ONLY","",""
"","SAI_BFD_SESSION_ATTR_REMOTE_DIAG","Remote time Multiplier","sai_uint8_t","READ_ONLY","",""
"","SAI_BFD_SESSION_ATTR_REMOTE_MULTIPLIER","SID List with Endpoint for SRV6 Encap","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_SRV6_SIDLIST",""
"","SAI_BFD_SESSION_ATTR_BFD_ENCAPSULATION_TYPE","","","","",""
"","SAI_BFD_SESSION_ATTR_SRV6_SIDLIST_ID","Set BFD session statistics counting mode","sai_stats_count_mode_t","CREATE_AND_SET","","SAI_STATS_COUNT_MODE_PACKET_AND_BYTE"
"","SAI_BFD_SESSION_ATTR_STATS_COUNT_MODE","Attach counter object list","","","",""
"","SAI_COUNTER_ATTR_TYPE","","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_COUNTER","empty"
"","SAI_BFD_SESSION_ATTR_SELECTIVE_COUNTER_LIST","End of attributes","","","",""
"","SAI_BFD_SESSION_ATTR_END","","","","",""
"","SAI_BFD_SESSION_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_BFD_SESSION_ATTR_CUSTOM_RANGE_END","","","","",""
"bridge_port","SAI_BRIDGE_PORT_ATTR_START","Bridge port type","sai_bridge_port_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_BRIDGE_PORT_ATTR_TYPE","Associated Port or LAG object id","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_PORT, SAI_OBJECT_TYPE_LAG, SAI_OBJECT_TYPE_SYSTEM_PORT",""
"","SAI_BRIDGE_PORT_ATTR_TYPE","","","","",""
"","SAI_BRIDGE_PORT_ATTR_PORT_ID","Tagging mode of the bridge port","sai_bridge_port_tagging_mode_t","CREATE_AND_SET","","SAI_BRIDGE_PORT_TAGGING_MODE_TAGGED"
"","SAI_BRIDGE_PORT_ATTR_TYPE","","","","",""
"","SAI_BRIDGE_PORT_ATTR_TAGGING_MODE","Associated Vlan","sai_uint16_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_BRIDGE_PORT_ATTR_TYPE","","","","",""
"","SAI_BRIDGE_PORT_ATTR_VLAN_ID","Associated router interface object id","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_ROUTER_INTERFACE",""
"","SAI_BRIDGE_PORT_ATTR_TYPE","","","","",""
"","SAI_BRIDGE_PORT_ATTR_RIF_ID","Associated tunnel id","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_TUNNEL",""
"","SAI_BRIDGE_PORT_ATTR_TYPE","","","","",""
"","SAI_BRIDGE_PORT_ATTR_TUNNEL_ID","Associated bridge id","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_AND_SET","SAI_OBJECT_TYPE_BRIDGE",""
"","SAI_BRIDGE_PORT_ATTR_TYPE","","","","",""
"","SAI_BRIDGE_PORT_ATTR_BRIDGE_ID","FDB Learning mode","sai_bridge_port_fdb_learning_mode_t","CREATE_AND_SET","","SAI_BRIDGE_PORT_FDB_LEARNING_MODE_HW"
"","SAI_BRIDGE_PORT_ATTR_FDB_LEARNING_MODE","Maximum number of learned MAC addresses","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_BRIDGE_PORT_ATTR_MAX_LEARNED_ADDRESSES","Action for packets with unknown source MAC address","sai_packet_action_t","CREATE_AND_SET","","SAI_PACKET_ACTION_DROP"
"","SAI_BRIDGE_PORT_ATTR_FDB_LEARNING_LIMIT_VIOLATION_PACKET_ACTION","Admin Mode.","bool","CREATE_AND_SET","","false"
"","SAI_BRIDGE_PORT_ATTR_ADMIN_STATE","Ingress filtering (drop frames with unknown VLANs)","bool","CREATE_AND_SET","","false"
"","SAI_BRIDGE_PORT_ATTR_INGRESS_FILTERING","Egress filtering (drop frames with unknown VLANs at egress)","bool","CREATE_AND_SET","","false"
"","SAI_BRIDGE_PORT_ATTR_TYPE","","","","",""
"","SAI_BRIDGE_PORT_ATTR_EGRESS_FILTERING","Isolation group id","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_ISOLATION_GROUP","SAI_NULL_OBJECT_ID"
"","SAI_BRIDGE_PORT_ATTR_ISOLATION_GROUP","Set bridge port statistics counting mode","sai_stats_count_mode_t","CREATE_AND_SET","","SAI_STATS_COUNT_MODE_PACKET_AND_BYTE"
"","SAI_BRIDGE_PORT_ATTR_STATS_COUNT_MODE","Attach counter object list","","","",""
"","SAI_COUNTER_ATTR_TYPE","","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_COUNTER","empty"
"","SAI_BRIDGE_PORT_ATTR_SELECTIVE_COUNTER_LIST","End of attributes","","","",""
"","SAI_BRIDGE_PORT_ATTR_END","","","","",""
"","SAI_BRIDGE_PORT_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_BRIDGE_PORT_ATTR_CUSTOM_RANGE_END","","","","",""
"bridge","SAI_BRIDGE_ATTR_START","Bridge type","sai_bridge_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_BRIDGE_ATTR_TYPE","List of bridge ports associated to this bridge","sai_object_list_t","READ_ONLY","SAI_OBJECT_TYPE_BRIDGE_PORT",""
"","SAI_BRIDGE_ATTR_PORT_LIST","Maximum number of learned MAC addresses","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_BRIDGE_ATTR_MAX_LEARNED_ADDRESSES","To disable learning on a bridge","bool","CREATE_AND_SET","","false"
"","SAI_BRIDGE_ATTR_LEARN_DISABLE","Unknown unicast flood control type","sai_bridge_flood_control_type_t","CREATE_AND_SET","","SAI_BRIDGE_FLOOD_CONTROL_TYPE_SUB_PORTS"
"","SAI_BRIDGE_ATTR_UNKNOWN_UNICAST_FLOOD_CONTROL_TYPE","Unknown unicast flood group.","","","",""
"","SAI_BRIDGE_ATTR_UNKNOWN_UNICAST_FLOOD_CONTROL_TYPE","","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_L2MC_GROUP","SAI_NULL_OBJECT_ID"
"","SAI_BRIDGE_ATTR_TYPE","","","","",""
"","SAI_BRIDGE_ATTR_UNKNOWN_UNICAST_FLOOD_GROUP","Unknown unicast flood control type","sai_bridge_flood_control_type_t","CREATE_AND_SET","","SAI_BRIDGE_FLOOD_CONTROL_TYPE_SUB_PORTS"
"","SAI_BRIDGE_ATTR_UNKNOWN_MULTICAST_FLOOD_CONTROL_TYPE","Unknown multicast flood group.","","","",""
"","SAI_BRIDGE_ATTR_UNKNOWN_MULTICAST_FLOOD_CONTROL_TYPE","","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_L2MC_GROUP","SAI_NULL_OBJECT_ID"
"","SAI_BRIDGE_ATTR_TYPE","","","","",""
"","SAI_BRIDGE_ATTR_UNKNOWN_MULTICAST_FLOOD_GROUP","Broadcast flood control type","sai_bridge_flood_control_type_t","CREATE_AND_SET","","SAI_BRIDGE_FLOOD_CONTROL_TYPE_SUB_PORTS"
"","SAI_BRIDGE_ATTR_BROADCAST_FLOOD_CONTROL_TYPE","Broadcast flood group.","","","",""
"","SAI_BRIDGE_ATTR_BROADCAST_FLOOD_CONTROL_TYPE","","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_L2MC_GROUP","SAI_NULL_OBJECT_ID"
"","SAI_BRIDGE_ATTR_TYPE","","","","",""
"","SAI_BRIDGE_ATTR_BROADCAST_FLOOD_GROUP","Set bridge statistics counting mode","sai_stats_count_mode_t","CREATE_AND_SET","","SAI_STATS_COUNT_MODE_PACKET_AND_BYTE"
"","SAI_BRIDGE_ATTR_STATS_COUNT_MODE","Attach counter object list","","","",""
"","SAI_COUNTER_ATTR_TYPE","","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_COUNTER","empty"
"","SAI_BRIDGE_ATTR_SELECTIVE_COUNTER_LIST","End of attributes","","","",""
"","SAI_BRIDGE_ATTR_END","","","","",""
"","SAI_BRIDGE_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_BRIDGE_ATTR_CUSTOM_RANGE_END","","","","",""
"ingress_priority_group","SAI_INGRESS_PRIORITY_GROUP_ATTR_START","Buffer profile pointer","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_BUFFER_PROFILE","SAI_NULL_OBJECT_ID"
"","SAI_INGRESS_PRIORITY_GROUP_ATTR_BUFFER_PROFILE","Port id","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY | KEY","SAI_OBJECT_TYPE_PORT",""
"","SAI_INGRESS_PRIORITY_GROUP_ATTR_PORT","TAM id","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_TAM","empty"
"","SAI_INGRESS_PRIORITY_GROUP_ATTR_TAM","PG index","sai_uint8_t","MANDATORY_ON_CREATE | CREATE_ONLY | KEY","",""
"","SAI_INGRESS_PRIORITY_GROUP_ATTR_INDEX","Set ingress priority group statistics counting mode","sai_stats_count_mode_t","CREATE_AND_SET","","SAI_STATS_COUNT_MODE_PACKET_AND_BYTE"
"","SAI_INGRESS_PRIORITY_GROUP_ATTR_STATS_COUNT_MODE","Attach counter object list","","","",""
"","SAI_COUNTER_ATTR_TYPE","","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_COUNTER","empty"
"","SAI_INGRESS_PRIORITY_GROUP_ATTR_SELECTIVE_COUNTER_LIST","End of attributes","","","",""
"","SAI_INGRESS_PRIORITY_GROUP_ATTR_END","","","","",""
"","SAI_INGRESS_PRIORITY_GROUP_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_INGRESS_PRIORITY_GROUP_ATTR_CUSTOM_RANGE_END","","","","",""
"buffer_pool","SAI_BUFFER_POOL_ATTR_START","Shared buffer size in bytes","sai_uint64_t","READ_ONLY","",""
"","SAI_BUFFER_POOL_ATTR_SHARED_SIZE","Buffer pool type","sai_buffer_pool_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_BUFFER_POOL_ATTR_TYPE","Buffer pool size in bytes","sai_uint64_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_BUFFER_POOL_ATTR_SIZE","Shared threshold mode for the buffer","sai_buffer_pool_threshold_mode_t","CREATE_ONLY","","SAI_BUFFER_POOL_THRESHOLD_MODE_DYNAMIC"
"","SAI_BUFFER_POOL_ATTR_THRESHOLD_MODE","TAM id","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_TAM","empty"
"","SAI_BUFFER_POOL_ATTR_TAM","Shared headroom pool size in bytes for lossless traffic.","","","",""
"","SAI_BUFFER_POOL_ATTR_SIZE","","sai_uint64_t","CREATE_AND_SET","","0"
"","SAI_BUFFER_POOL_ATTR_XOFF_SIZE","Attach WRED ID to pool","","","",""
"","SAI_QUEUE_ATTR_WRED_PROFILE_ID","","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_WRED","SAI_NULL_OBJECT_ID"
"","SAI_BUFFER_POOL_ATTR_WRED_PROFILE_ID","Set buffer pool statistics counting mode","sai_stats_count_mode_t","CREATE_AND_SET","","SAI_STATS_COUNT_MODE_PACKET_AND_BYTE"
"","SAI_BUFFER_POOL_ATTR_STATS_COUNT_MODE","Attach counter object list","","","",""
"","SAI_COUNTER_ATTR_TYPE","","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_COUNTER","empty"
"","SAI_BUFFER_POOL_ATTR_SELECTIVE_COUNTER_LIST","End of attributes","","","",""
"","SAI_BUFFER_POOL_ATTR_END","","","","",""
"","SAI_BUFFER_POOL_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_BUFFER_POOL_ATTR_CUSTOM_RANGE_END","","","","",""
"buffer_profile","SAI_BUFFER_PROFILE_ATTR_START","Pointer to buffer pool object id","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_BUFFER_POOL",""
"","SAI_BUFFER_PROFILE_ATTR_POOL_ID","Reserved buffer size in bytes","sai_uint64_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_BUFFER_PROFILE_ATTR_RESERVED_BUFFER_SIZE","","","","",""
"","SAI_BUFFER_PROFILE_ATTR_BUFFER_SIZE","Shared threshold mode for the buffer profile","","","",""
"","SAI_BUFFER_POOL_ATTR_THRESHOLD_MODE","","sai_buffer_profile_threshold_mode_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_BUFFER_PROFILE_ATTR_THRESHOLD_MODE","Dynamic threshold for the shared usage","sai_int8_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_BUFFER_PROFILE_ATTR_THRESHOLD_MODE","","","","",""
"","SAI_BUFFER_PROFILE_ATTR_SHARED_DYNAMIC_TH","Static threshold for the shared usage in bytes","sai_uint64_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_BUFFER_PROFILE_ATTR_THRESHOLD_MODE","","","","",""
"","SAI_BUFFER_PROFILE_ATTR_SHARED_STATIC_TH","Set the buffer profile XOFF threshold in bytes","","","",""
"","SAI_BUFFER_POOL_ATTR_XOFF_SIZE","","","","",""
"","SAI_BUFFER_POOL_ATTR_XOFF_SIZE","","","","",""
"","SAI_BUFFER_POOL_ATTR_XOFF_SIZE","","","","",""
"","SAI_BUFFER_POOL_ATTR_XOFF_SIZE","","sai_uint64_t","CREATE_AND_SET","","0"
"","SAI_BUFFER_PROFILE_ATTR_XOFF_TH","Set the buffer profile XON non-hysteresis threshold in byte","sai_uint64_t","CREATE_AND_SET","","0"
"","SAI_BUFFER_PROFILE_ATTR_XON_TH","Set the buffer profile XON hysteresis threshold in byte","sai_uint64_t","CREATE_AND_SET","","0"
"","SAI_BUFFER_PROFILE_ATTR_XON_OFFSET_TH","End of attributes","","","",""
"","SAI_BUFFER_PROFILE_ATTR_END","","","","",""
"","SAI_BUFFER_PROFILE_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_BUFFER_PROFILE_ATTR_CUSTOM_RANGE_END","","","","",""
"counter","SAI_COUNTER_ATTR_START","Counter","sai_counter_type_t","CREATE_ONLY","","SAI_COUNTER_TYPE_REGULAR"
"","SAI_COUNTER_ATTR_TYPE","Label attribute used to unique identify counter.","char","CREATE_AND_SET","",""""
"","SAI_COUNTER_ATTR_LABEL","Enable/disable packet count","bool","CREATE_ONLY","","true"
"","SAI_COUNTER_ATTR_ENABLE_PACKET_COUNT","Enable/disable byte count","bool","CREATE_ONLY","","true"
"","SAI_COUNTER_ATTR_ENABLE_BYTE_COUNT","Object Type of the stat-id","sai_object_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_COUNTER_ATTR_TYPE","","","","",""
"","SAI_COUNTER_ATTR_OBJECT_TYPE","Stat id list","sai_s32_list_t","CREATE_AND_SET","","empty"
"","SAI_COUNTER_ATTR_TYPE","","","","",""
"","SAI_COUNTER_ATTR_STAT_ID_LIST","End of attributes","","","",""
"","SAI_COUNTER_ATTR_END","","","","",""
"","SAI_COUNTER_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_COUNTER_ATTR_CUSTOM_RANGE_END","","","","",""
"debug_counter","SAI_DEBUG_COUNTER_ATTR_START","Object stat index","sai_uint32_t","READ_ONLY","",""
"","SAI_DEBUG_COUNTER_ATTR_INDEX","Debug counter type","sai_debug_counter_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_DEBUG_COUNTER_ATTR_TYPE","Bind method to base object","sai_debug_counter_bind_method_t","CREATE_ONLY","","SAI_DEBUG_COUNTER_BIND_METHOD_AUTOMATIC"
"","SAI_DEBUG_COUNTER_ATTR_BIND_METHOD","List of in drop reasons that will be counted","sai_s32_list_t sai_in_drop_reason_t","CREATE_AND_SET","","empty"
"","SAI_DEBUG_COUNTER_ATTR_TYPE","","","","",""
"","SAI_DEBUG_COUNTER_ATTR_IN_DROP_REASON_LIST","List of out drop reasons that will be counted","sai_s32_list_t sai_out_drop_reason_t","CREATE_AND_SET","","empty"
"","SAI_DEBUG_COUNTER_ATTR_TYPE","","","","",""
"","SAI_DEBUG_COUNTER_ATTR_OUT_DROP_REASON_LIST","End of attributes","","","",""
"","SAI_DEBUG_COUNTER_ATTR_END","","","","",""
"","SAI_DEBUG_COUNTER_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_DEBUG_COUNTER_ATTR_CUSTOM_RANGE_END","","","","",""
"dtel","SAI_DTEL_ATTR_START","Enable DTEL INT endpoint","bool","CREATE_AND_SET","","false"
"","SAI_DTEL_ATTR_INT_ENDPOINT_ENABLE","Enable DTEL INT transit","bool","CREATE_AND_SET","","false"
"","SAI_DTEL_ATTR_INT_TRANSIT_ENABLE","Enable Packet postcard","bool","CREATE_AND_SET","","false"
"","SAI_DTEL_ATTR_POSTCARD_ENABLE","Enable Drop Report","bool","CREATE_AND_SET","","false"
"","SAI_DTEL_ATTR_DROP_REPORT_ENABLE","Enable Queue Report","bool","CREATE_AND_SET","","false"
"","SAI_DTEL_ATTR_QUEUE_REPORT_ENABLE","Globally unique switch ID","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_DTEL_ATTR_SWITCH_ID","DTEL flow state clear cycle","sai_uint16_t","CREATE_AND_SET","","0"
"","SAI_DTEL_ATTR_FLOW_STATE_CLEAR_CYCLE","Latency sensitivity for flow state change detection","sai_uint8_t","CREATE_AND_SET","","0"
"","SAI_DTEL_ATTR_LATENCY_SENSITIVITY","DTEL sink ports","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_PORT","empty"
"","SAI_DTEL_ATTR_SINK_PORT_LIST","Reserved DSCP value for INT over L4","sai_acl_field_data_t sai_uint8_t","CREATE_AND_SET","","disabled"
"","SAI_DTEL_ATTR_INT_L4_DSCP","End of attributes","","","",""
"","SAI_DTEL_ATTR_END","Custom range base value start","","","",""
"","SAI_DTEL_ATTR_CUSTOM_RANGE_START","End of Custom range base","","","",""
"","SAI_DTEL_ATTR_CUSTOM_RANGE_END","","","","",""
"dtel_queue_report","SAI_DTEL_QUEUE_REPORT_ATTR_START","Queue object ID","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_QUEUE",""
"","SAI_DTEL_QUEUE_REPORT_ATTR_QUEUE_ID","Queue depth threshold in byte","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_DTEL_QUEUE_REPORT_ATTR_DEPTH_THRESHOLD","Queue latency threshold in nanosecond","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_DTEL_QUEUE_REPORT_ATTR_LATENCY_THRESHOLD","Maximum number of continuous reports after threshold breach","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_DTEL_QUEUE_REPORT_ATTR_BREACH_QUOTA","Send report for packets dropped by the queue","bool","CREATE_AND_SET","","false"
"","SAI_DTEL_QUEUE_REPORT_ATTR_TAIL_DROP","End of attributes","","","",""
"","SAI_DTEL_QUEUE_REPORT_ATTR_END","Custom range base value start","","","",""
"","SAI_DTEL_QUEUE_REPORT_ATTR_CUSTOM_RANGE_START","End of Custom range base","","","",""
"","SAI_DTEL_QUEUE_REPORT_ATTR_CUSTOM_RANGE_END","","","","",""
"dtel_int_session","SAI_DTEL_INT_SESSION_ATTR_START","INT max hop count","sai_uint8_t","CREATE_AND_SET","","8"
"","SAI_DTEL_INT_SESSION_ATTR_MAX_HOP_COUNT","Collect switch ID","bool","CREATE_AND_SET","","false"
"","SAI_DTEL_INT_SESSION_ATTR_COLLECT_SWITCH_ID","Collect ingress and egress ports","bool","CREATE_AND_SET","","false"
"","SAI_DTEL_INT_SESSION_ATTR_COLLECT_SWITCH_PORTS","Collect ingress timestamp","bool","CREATE_AND_SET","","false"
"","SAI_DTEL_INT_SESSION_ATTR_COLLECT_INGRESS_TIMESTAMP","Collect egress timestamp","bool","CREATE_AND_SET","","false"
"","SAI_DTEL_INT_SESSION_ATTR_COLLECT_EGRESS_TIMESTAMP","Collect queue information","bool","CREATE_AND_SET","","false"
"","SAI_DTEL_INT_SESSION_ATTR_COLLECT_QUEUE_INFO","End of attributes","","","",""
"","SAI_DTEL_INT_SESSION_ATTR_END","Custom range base value start","","","",""
"","SAI_DTEL_INT_SESSION_ATTR_CUSTOM_RANGE_START","End of Custom range base","","","",""
"","SAI_DTEL_INT_SESSION_ATTR_CUSTOM_RANGE_END","","","","",""
"dtel_report_session","SAI_DTEL_REPORT_SESSION_ATTR_START","DTEL report source IP address","sai_ip_address_t","CREATE_AND_SET","","0.0.0.0"
"","SAI_DTEL_REPORT_SESSION_ATTR_SRC_IP","DTEL report destination IP addresses","sai_ip_address_list_t","CREATE_AND_SET","","empty"
"","SAI_DTEL_REPORT_SESSION_ATTR_DST_IP_LIST","DTEL report virtual router ID","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_VIRTUAL_ROUTER","SAI_NULL_OBJECT_ID"
"","SAI_DTEL_REPORT_SESSION_ATTR_VIRTUAL_ROUTER_ID","DTEL report truncate size","sai_uint16_t","CREATE_AND_SET","","0"
"","SAI_DTEL_REPORT_SESSION_ATTR_TRUNCATE_SIZE","DTEL report UDP destination port","sai_uint16_t","CREATE_AND_SET","","0"
"","SAI_DTEL_REPORT_SESSION_ATTR_UDP_DST_PORT","End of attributes","","","",""
"","SAI_DTEL_REPORT_SESSION_ATTR_END","Custom range base value start","","","",""
"","SAI_DTEL_REPORT_SESSION_ATTR_CUSTOM_RANGE_START","End of Custom range base","","","",""
"","SAI_DTEL_REPORT_SESSION_ATTR_CUSTOM_RANGE_END","","","","",""
"dtel_event","SAI_DTEL_EVENT_ATTR_START","DTEL event type","sai_dtel_event_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_DTEL_EVENT_ATTR_TYPE","DTEL report session","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_DTEL_REPORT_SESSION","SAI_NULL_OBJECT_ID"
"","SAI_DTEL_EVENT_ATTR_REPORT_SESSION","DTEL report DSCP value","sai_uint8_t","CREATE_AND_SET","","0"
"","SAI_DTEL_EVENT_ATTR_DSCP_VALUE","End of attributes","","","",""
"","SAI_DTEL_EVENT_ATTR_END","Custom range base value start","","","",""
"","SAI_DTEL_EVENT_ATTR_CUSTOM_RANGE_START","End of Custom range base","","","",""
"","SAI_DTEL_EVENT_ATTR_CUSTOM_RANGE_END","","","","",""
"fdb_entry","SAI_FDB_ENTRY_ATTR_START","FDB entry type","sai_fdb_entry_type_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_FDB_ENTRY_ATTR_TYPE","FDB entry packet action","sai_packet_action_t","CREATE_AND_SET","","SAI_PACKET_ACTION_FORWARD"
"","SAI_FDB_ENTRY_ATTR_PACKET_ACTION","Generate User Defined Trap ID for trap/log actions","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_HOSTIF_USER_DEFINED_TRAP","SAI_NULL_OBJECT_ID"
"","SAI_FDB_ENTRY_ATTR_USER_TRAP_ID","FDB entry bridge port id","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_BRIDGE_PORT","SAI_NULL_OBJECT_ID"
"","SAI_FDB_ENTRY_ATTR_BRIDGE_PORT_ID","User based Meta Data","","","",""
"","SAI_SWITCH_ATTR_FDB_DST_USER_META_DATA_RANGE","","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_FDB_ENTRY_ATTR_META_DATA","Tunnel Endpoint IP. valid for SAI_BRIDGE_PORT_TYPE_TUNNEL","sai_ip_address_t","CREATE_AND_SET","","0.0.0.0"
"","SAI_FDB_ENTRY_ATTR_ENDPOINT_IP","Attach a counter","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_COUNTER","SAI_NULL_OBJECT_ID"
"","SAI_FDB_ENTRY_ATTR_COUNTER_ID","Specifies whether a MAC move is allowed","bool","CREATE_AND_SET","","false"
"","SAI_FDB_ENTRY_ATTR_TYPE","","","","",""
"","SAI_FDB_ENTRY_ATTR_ALLOW_MAC_MOVE","End of attributes","","","",""
"","SAI_FDB_ENTRY_ATTR_END","","","","",""
"","SAI_FDB_ENTRY_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_FDB_ENTRY_ATTR_CUSTOM_RANGE_END","","","","",""
"fdb_flush","SAI_FDB_FLUSH_ATTR_START","Flush based on bridge port","sai_object_id_t","CREATE_ONLY","SAI_OBJECT_TYPE_BRIDGE_PORT","SAI_NULL_OBJECT_ID"
"","SAI_FDB_FLUSH_ATTR_BRIDGE_PORT_ID","Flush based on VLAN or Bridge","sai_object_id_t","CREATE_ONLY","SAI_OBJECT_TYPE_BRIDGE, SAI_OBJECT_TYPE_VLAN","SAI_NULL_OBJECT_ID"
"","SAI_FDB_FLUSH_ATTR_BV_ID","Flush based on entry type","sai_fdb_flush_entry_type_t","CREATE_ONLY","","SAI_FDB_FLUSH_ENTRY_TYPE_DYNAMIC"
"","SAI_FDB_FLUSH_ATTR_ENTRY_TYPE","End of attributes","","","",""
"","SAI_FDB_FLUSH_ATTR_END","","","","",""
"","SAI_FDB_FLUSH_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_FDB_FLUSH_ATTR_CUSTOM_RANGE_END","","","","",""
"generic_programmable","SAI_GENERIC_PROGRAMMABLE_ATTR_START","HW block name to program the entry","sai_s8_list_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_GENERIC_PROGRAMMABLE_ATTR_OBJECT_NAME","JSON string carrying HW block entry information","sai_json_t","CREATE_AND_SET","","vendor"
"","SAI_GENERIC_PROGRAMMABLE_ATTR_ENTRY","Attach a counter","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_COUNTER","SAI_NULL_OBJECT_ID"
"","SAI_GENERIC_PROGRAMMABLE_ATTR_COUNTER_ID","End of attributes","","","",""
"","SAI_GENERIC_PROGRAMMABLE_ATTR_END","","","","",""
"","SAI_GENERIC_PROGRAMMABLE_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_GENERIC_PROGRAMMABLE_ATTR_CUSTOM_RANGE_END","","","","",""
"fine_grained_hash_field","SAI_FINE_GRAINED_HASH_FIELD_ATTR_START","Hash native field ID.","sai_native_hash_field_t","CREATE_ONLY","","SAI_NATIVE_HASH_FIELD_NONE"
"","SAI_FINE_GRAINED_HASH_FIELD_ATTR_NATIVE_HASH_FIELD","Mask for a IPv4 address.","sai_ip4_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_FINE_GRAINED_HASH_FIELD_ATTR_NATIVE_HASH_FIELD","","","","",""
